"Age_1","Age_2","Age_3","Age_4","Age_5","Age_6","NAA","Catch","Fmax","Index_1","Index_2","Index_3","Catchability_1","Catchability_2","Catchability_3","Rec_sigma","NAA_sigma","Rho_a","Rho_y","Convergence","AIC","OM","EM","Match","nsim"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,TRUE,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,FALSE,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,FALSE,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,FALSE,1
1.08535212715319,1.08499785237029,1.05993160857633,1.08907029342606,1.12085471124673,1.16402168071373,1.10377522926663,1.0012650402714,0.917735531470095,1.05507577532769,1.12882642549798,1.13508036337246,0.966207307997515,0.812622211034906,0.899510660275853,1.09080447008097,0,0,0,1,-5192.02653642021,1,1,TRUE,2
1.08535212715348,1.0849978523706,1.05993160857663,1.08907029342637,1.12085471124703,1.16402168071393,1.10377522926691,1.00126504027159,0.917735531470094,1.05507577532789,1.12882642549821,1.13508036337268,0.966207307997515,0.812622211034906,0.899510660275853,1.09080447008097,0,0,0,1,-5192.02653642015,1,2,FALSE,2
1.07178115926577,1.07205554182382,1.04766564685852,1.07596943160932,1.10677353743983,1.14933842931563,1.09036051740942,1.00001638106775,0.926874812442733,1.02261003697817,1.08201924524205,1.09210198698213,0.947662442127818,0.787628069298284,0.874590592087499,1.09198516598505,0,0,0,1,-5192.79272580489,1,3,FALSE,2
1.07178115926562,1.07205554182365,1.04766564685828,1.07596943160906,1.10677353743958,1.14933842931545,1.0903605174092,1.00001638106757,0.926874812442733,1.022610036978,1.08201924524186,1.09210198698195,0.947662442127814,0.787628069298284,0.874590592087498,1.09198516598505,0,0,0,1,-5192.7927258049,1,4,FALSE,2
1.09067588888108,1.05805888991782,1.0733464264958,1.08923480429232,1.08534542776642,1.06846975373785,1.07489106044204,1.00125656543332,0.999913122465973,1.07865550390129,1.10727494924606,1.19605834502285,0.973684668873437,1.0288108637678,1.05961104238684,0.832456007030966,0,0,0,1,-3328.16323664655,1,1,TRUE,3
1.09067588889288,1.0580588899264,1.07334642650419,1.08923480429941,1.08534542777293,1.06846975374086,1.07489106044876,1.00125656543692,0.999913122466261,1.07865550390529,1.10727494925074,1.19605834502769,0.973684668873863,1.02881086376835,1.05961104238727,0.832456007029848,0,0,0,1,-3328.16323664528,1,2,FALSE,3
1.08023181887418,1.04886241572833,1.06462482031249,1.08075897488593,1.0769438331646,1.06052635496839,1.06634327981195,1.00000711019957,1.00654186447201,1.04561197689897,1.06092647158958,1.14887502692614,0.951819224003263,0.994826693347067,1.02282093304248,0.832588505677126,0,0,0,1,-3327.44764740828,1,3,FALSE,3
1.08023181887416,1.0488624157283,1.06462482031246,1.08075897488589,1.07694383316457,1.06052635496839,1.06634327981192,1.00000711019956,1.00654186447201,1.04561197689896,1.06092647158957,1.14887502692613,0.951819224003263,0.994826693347069,1.02282093304248,0.832588505677126,0,0,0,1,-3327.44764740828,1,4,FALSE,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,TRUE,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,FALSE,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,FALSE,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,FALSE,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,TRUE,5
